1996 Upper Deck Michael Jordan #FB23 Fast Break Connection,$250,PSA 9,
1995 Upper Deck Jordan Collection Checklist Michael Jordan #JC4 ,$127,PSA 10,
1995 UD Jordan Collection Michael Jordan Bulls #JC10 ,$150,PSA 7,
1995 UD Jordan Collection #JC11 MICHAEL JORDAN,$55,PSA 9,
1995 UD #JC13 ** Michael Jordan ** 1986 G-PARTY INVESTMENT,$249,PSA 10,
1995-96 Collector's Choice Jordan Collection #JC9 Michael Jordan,$54,BGS 9,
1995 upper deck Michael Jordan NM-MT Coll. Choice Int’L collection #JC3,$25,PSA 8,
1995-96 NBA Hoops #21 Michael Jordan Chicago Bulls,$224,PSA 10,
1994-95 Upper Deck Basketball Heroes Michael Jordan #JH,$33,PSA 9,
1994-95 UPPER DECK #214 MICHAEL JORDAN 1985 ROY,$29,GMA 9,
1994 Upper Deck Collectors Choice Int'l German Michael Jordan #218,$34,PSA 8.5,
MICHAEL JORDAN 1994 COLLECTOR'S CHOICE SILVER SIGNATURE #23 ,$699,PSA 10,
1994 Collectors Choice Michael Jordan #23 Rookie RC,$600,PSA 10,
1995 Upper Deck Basketball Michael Jordan #341,$167,PSA 10,
1995-96 Upper Deck Electric Court Gold Michael Jordan #341,$124,n/a,
KOBE BRYANT 1999-00 UD UPPER DECK RETRO #8 LOS ANGELES LAKERS,$560,PSA 10,
1999 Allen Iverson Upper Deck Retro Basketball,$300,PSA 10,
1999-00 Upper Deck Retro MICHAEL JORDAN Gold Parallel /250 ,$299,n/a,
1995 Upper Deck Jordan Collection #JC16 Michael Jordan,$60,PSA 9,
1999-00 Upper Deck Retro MICHAEL JORDAN Gold Parallel /250,$299,n/a,
1999 Michael Jordan Upper Deck NBA Old School #/500,$165,n/a,
1999 Upperdeck Wilt Chamberlain Retro GOLD,$56,PSA 9,
"1995 Collectors Choice ""He's Back"" #M1 MICHAEL JORDAN ",$56,PSA 9,
1997 Fleer Michael Jordan #23 ,"$1,000",PSA 9,
1997 Fleer Michael Jordan #23 ,$600,PSA 9,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1996 Upper Deck USA Die-Cut SP CAREER HIGHLIGHTS Foil Shaquille O'Neal,$119,PSA 10,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1992 Fleer Michael Jordan #246 ,$84,PSA 9,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
Fleer Basektball '89 Michael Jordan Guard All Stars Sticker #3,$15,n/a,
1989 Fleer Earvin Magic Johnson Card #77,$38,PSA 8,
1989 NBA Hoops #270 Earvin Magic Johnson,$40,PSA 9,
1990 SKYBOX MAGIC JOHNSON #138,$90,PSA 9,
1992-93 Topps Gold Magic Johnson All Star Parallel #126 ,$30,n/a,
 1992 Topps All-Star Larry Bird # 100,$13,PSA 8,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
1995 Upper Deck #273 Kevin Garnett Timberwolves RC Rookie,$359,n/a,
Kevin Garnett 1995-96 Upper Deck#275 Collectors Choice Rookie,$69,BGS 9,
Larry Bird 1991 Fleer 1991 #8,$85,BGS 9.5,
1987 fleer basketball Charles Oakley #79,$45,PSA 9,
,"$394,306",
